employee_id,first_name,last_name,branch_id,department,job_title,level,hire_date,termination_date,employment_status,salary,bonus_eligible,manager_id,email
38,Priya,Kim,8,Customer Service,Customer Service Rep,2,2013-05-25,,Active,45257,False,34,priya.kim38@dundermifflin.com
39,Peyton,Dubois,7,Sales,Sales Representative,3,2016-09-23,,Active,50186,True,,peyton.dubois39@dundermifflin.com
40,Taylor,Costa,1,Accounting,Senior Accountant,3,2016-01-27,,Active,69394,True,1,taylor.costa40@dundermifflin.com
41,Blake,Ali,1,Customer Service,Customer Service Rep,2,2009-01-17,,Active,43174,False,1,blake.ali41@dundermifflin.com
42,Quinn,Smith,3,Accounting,Staff Accountant,2,2017-10-17,,Active,50583,False,48,quinn.smith42@dundermifflin.com
43,Jamie,Flores,6,Human Resources,HR Representative,3,2013-11-30,,Active,65147,True,,jamie.flores43@dundermifflin.com
44,Devon,Martinez,6,Warehouse,Warehouse Associate,1,2015-11-16,,Active,22014,False,43,devon.martinez44@dundermifflin.com
45,Casey,Gonzalez,6,Sales,Sales Representative,3,2009-05-20,,Active,52856,True,43,casey.gonzalez45@dundermifflin.com
46,Nina,Hernandez,5,Accounting,Senior Accountant,3,2011-03-09,,Active,55280,True,35,nina.hernandez46@dundermifflin.com
47,Morgan,Moore,7,Accounting,Staff Accountant,2,2009-12-19,,Active,37100,False,39,morgan.moore47@dundermifflin.com
48,Micah,Kim,3,Accounting,Senior Accountant,3,2017-02-06,,Active,63639,True,,micah.kim48@dundermifflin.com
49,Wei,Moore,9,Human Resources,HR Representative,3,2015-10-21,,Active,59183,True,36,wei.moore49@dundermifflin.com
50,Morgan,Singh,2,Customer Service,Customer Service Rep,2,2014-10-02,2016-06-23,Terminated,45522,False,29,morgan.singh50@dundermifflin.com
51,Riley,Rossi,6,Customer Service,Customer Service Rep,2,2017-10-27,,Active,37030,False,43,riley.rossi51@dundermifflin.com
52,Micah,Moore,8,Administration,Office Administrator,2,2015-06-06,,Active,38386,False,34,micah.moore52@dundermifflin.com
53,Emerson,Jackson,2,Administration,Receptionist,1,2011-02-22,,Active,39569,False,29,emerson.jackson53@dundermifflin.com
54,Hugo,Miller,1,Warehouse,Warehouse Associate,1,2013-03-21,,Active,28944,False,1,hugo.miller54@dundermifflin.com
55,Blake,Costa,3,Accounting,Senior Accountant,3,2014-07-11,2017-06-17,Terminated,64400,True,48,blake.costa55@dundermifflin.com
56,Riley,Lopez,9,Customer Service,Customer Service Rep,2,2013-05-24,,Active,37834,False,36,riley.lopez56@dundermifflin.com
57,Wei,Haddad,4,Accounting,Staff Accountant,2,2011-09-11,,Active,54219,False,19,wei.haddad57@dundermifflin.com
58,Sydney,Martinez,10,Administration,Office Administrator,2,2018-06-21,,Active,53346,False,66,sydney.martinez58@dundermifflin.com
59,Rowan,Petrov,8,Human Resources,HR Representative,3,2009-05-16,,Active,64588,True,34,rowan.petrov59@dundermifflin.com
60,Blake,Flores,7,Customer Service,Customer Service Rep,2,2016-04-28,,Active,43109,False,39,blake.flores60@dundermifflin.com
61,Peyton,Yamamoto,8,Sales,Sales Representative,3,2009-01-31,,Active,74844,True,34,peyton.yamamoto61@dundermifflin.com
62,Zane,Garcia,4,Administration,Receptionist,1,2013-09-27,,Active,30853,False,19,zane.garcia62@dundermifflin.com
63,Hayden,Anderson,5,Customer Service,Customer Service Rep,2,2010-02-16,,Active,41552,False,35,hayden.anderson63@dundermifflin.com
64,Hugo,Martinez,8,Sales,Junior Sales Rep,2,2018-07-11,,Active,43883,False,34,hugo.martinez64@dundermifflin.com
65,Avery,Wilson,7,Human Resources,HR Representative,3,2012-12-12,,Active,74507,True,39,avery.wilson65@dundermifflin.com
66,Omar,Gonzalez,10,Accounting,Senior Accountant,3,2009-04-15,,Active,61574,True,,omar.gonzalez66@dundermifflin.com
67,Parker,Garcia,9,Accounting,Staff Accountant,2,2018-08-30,,Active,46928,False,36,parker.garcia67@dundermifflin.com
68,Leah,Chen,7,Administration,Office Administrator,2,2014-09-27,,Active,45017,False,39,leah.chen68@dundermifflin.com
69,Tomas,Garcia,6,Sales,Junior Sales Rep,2,2014-07-29,,Active,42050,False,43,tomas.garcia69@dundermifflin.com
70,Riley,Nguyen,3,Administration,Receptionist,1,2013-11-03,,Active,29279,False,48,riley.nguyen70@dundermifflin.com
71,Emerson,Smith,4,Administration,Office Administrator,2,2012-12-20,,Active,34022,False,19,emerson.smith71@dundermifflin.com
72,Riley,Singh,1,Human Resources,HR Representative,3,2014-09-20,,Active,79591,True,1,riley.singh72@dundermifflin.com
73,Sofia,Moore,5,Administration,Office Administrator,2,2014-03-31,,Active,41388,False,35,sofia.moore73@dundermifflin.com
74,Tomas,Martinez,4,Sales,Sales Representative,3,2011-01-03,,Active,58649,True,19,tomas.martinez74@dundermifflin.com
75,Hugo,Reyes,3,Customer Service,Customer Service Rep,2,2011-06-08,,Active,35821,False,48,hugo.reyes75@dundermifflin.com
76,Nina,Reyes,9,Sales,Junior Sales Rep,2,2016-02-23,,Active,37578,False,36,nina.reyes76@dundermifflin.com
77,Tomas,Petrov,8,Human Resources,HR Representative,3,2009-05-30,2010-08-25,Terminated,58124,True,34,tomas.petrov77@dundermifflin.com
78,Sofia,Gonzalez,4,Sales,Sales Representative,3,2015-10-15,,Active,66898,True,19,sofia.gonzalez78@dundermifflin.com
79,Micah,Miller,5,Sales,Sales Representative,3,2014-05-12,2015-09-01,Terminated,57803,True,35,micah.miller79@dundermifflin.com
80,Taylor,Moore,10,Accounting,Senior Accountant,3,2013-01-10,,Active,64385,True,66,taylor.moore80@dundermifflin.com
81,Blake,Haddad,5,Accounting,Senior Accountant,3,2010-03-28,,Active,65854,True,35,blake.haddad81@dundermifflin.com
82,Sydney,Rodriguez,2,Accounting,Senior Accountant,3,2016-05-21,,Active,66496,True,29,sydney.rodriguez82@dundermifflin.com
83,Skyler,Bauer,1,Sales,Sales Representative,3,2013-09-09,,Active,70888,True,1,skyler.bauer83@dundermifflin.com
84,Bianca,Novak,7,Sales,Sales Representative,3,2017-11-12,,Active,63941,True,39,bianca.novak84@dundermifflin.com
85,Sofia,Chen,1,Administration,Receptionist,1,2011-03-06,,Active,28720,False,1,sofia.chen85@dundermifflin.com
86,Kai,Gonzalez,9,Sales,Junior Sales Rep,2,2013-10-13,,Active,31416,False,36,kai.gonzalez86@dundermifflin.com
87,Priya,Martinez,5,Warehouse,Warehouse Foreman,3,2016-03-21,,Active,38472,True,35,priya.martinez87@dundermifflin.com
88,Sydney,Gonzalez,6,Warehouse,Warehouse Foreman,3,2015-03-24,,Active,46988,True,43,sydney.gonzalez88@dundermifflin.com
89,Diego,Martinez,7,Warehouse,Warehouse Associate,1,2015-12-03,,Active,30249,False,39,diego.martinez89@dundermifflin.com
90,Quinn,Jackson,1,Warehouse,Warehouse Foreman,3,2013-07-29,,Active,52318,True,1,quinn.jackson90@dundermifflin.com
91,Sage,Patel,4,Human Resources,HR Representative,3,2011-04-23,,Active,70294,True,19,sage.patel91@dundermifflin.com
92,Micah,Novak,9,Sales,Sales Representative,3,2013-11-22,,Active,70691,True,36,micah.novak92@dundermifflin.com
93,Morgan,Cohen,2,Customer Service,Customer Service Rep,2,2011-09-15,,Active,32499,False,29,morgan.cohen93@dundermifflin.com
94,Nina,Miller,8,Sales,Junior Sales Rep,2,2010-12-19,,Active,49201,False,34,nina.miller94@dundermifflin.com
95,Hugo,Yamamoto,8,Human Resources,HR Representative,3,2017-12-14,,Active,55711,True,34,hugo.yamamoto95@dundermifflin.com
96,Nadia,Miller,2,Customer Service,Customer Service Rep,2,2017-02-26,,Active,44103,False,29,nadia.miller96@dundermifflin.com
97,Blake,Haddad,10,Human Resources,HR Representative,3,2011-05-01,,Active,76739,True,66,blake.haddad97@dundermifflin.com
98,Riley,Bauer,5,Customer Service,Customer Service Rep,2,2010-07-14,,Active,49796,False,35,riley.bauer98@dundermifflin.com
99,Ivan,Thomas,4,Warehouse,Warehouse Foreman,3,2009-10-12,,Active,57138,True,19,ivan.thomas99@dundermifflin.com
100,Zane,Petrov,8,Human Resources,HR Representative,3,2011-05-06,,Active,54232,True,34,zane.petrov100@dundermifflin.com
101,Jamie,Yamamoto,9,Accounting,Staff Accountant,2,2017-05-21,,Active,40741,False,36,jamie.yamamoto101@dundermifflin.com
102,Ivan,Davis,2,Warehouse,Warehouse Associate,1,2013-05-27,,Active,28680,False,29,ivan.davis102@dundermifflin.com
103,Devon,Okafor,2,Warehouse,Warehouse Associate,1,2009-02-20,,Active,31367,False,29,devon.okafor103@dundermifflin.com
104,Yara,Reyes,1,Sales,Sales Representative,3,2012-07-29,,Active,75108,True,1,yara.reyes104@dundermifflin.com
105,Kai,Smith,9,Human Resources,HR Representative,3,2017-11-24,,Active,51362,True,36,kai.smith105@dundermifflin.com
106,Reese,Moore,4,Administration,Receptionist,1,2018-09-20,,Active,31099,False,19,reese.moore106@dundermifflin.com
107,Casey,Anderson,6,Customer Service,Customer Service Rep,2,2009-01-14,,Active,37911,False,43,casey.anderson107@dundermifflin.com
108,Casey,Rossi,8,Administration,Receptionist,1,2009-01-07,,Active,30504,False,34,casey.rossi108@dundermifflin.com
109,Zane,Reyes,2,Sales,Junior Sales Rep,2,2018-07-21,,Active,43882,False,29,zane.reyes109@dundermifflin.com
110,Sofia,Davis,9,Human Resources,HR Representative,3,2018-09-11,,Active,58964,True,36,sofia.davis110@dundermifflin.com
111,Jamie,Johnson,3,Sales,Sales Representative,3,2010-10-12,,Active,48756,True,48,jamie.johnson111@dundermifflin.com
112,Sydney,Williams,1,Accounting,Senior Accountant,3,2012-04-05,,Active,64768,True,1,sydney.williams112@dundermifflin.com
113,Sofia,Costa,9,Administration,Office Administrator,2,2014-06-13,,Active,47862,False,36,sofia.costa113@dundermifflin.com
114,Priya,Brown,10,Customer Service,Customer Service Rep,2,2010-06-22,,Active,32918,False,66,priya.brown114@dundermifflin.com
115,Cameron,Brown,4,Accounting,Staff Accountant,2,2011-11-11,,Active,38937,False,19,cameron.brown115@dundermifflin.com
116,Nadia,Smith,3,Sales,Sales Representative,3,2018-06-03,,Active,46433,True,48,nadia.smith116@dundermifflin.com
117,Morgan,Singh,2,Accounting,Staff Accountant,2,2017-01-13,,Active,43114,False,29,morgan.singh117@dundermifflin.com
118,Cameron,Okafor,5,Human Resources,HR Representative,3,2010-04-06,,Active,73629,True,35,cameron.okafor118@dundermifflin.com
119,Reese,Thomas,10,Customer Service,Customer Service Rep,2,2013-02-26,,Active,38663,False,66,reese.thomas119@dundermifflin.com
120,Riley,Jackson,10,Administration,Receptionist,1,2013-11-04,,Active,39317,False,66,riley.jackson120@dundermifflin.com
121,Riley,Yamamoto,6,Sales,Junior Sales Rep,2,2016-02-08,,Active,39975,False,43,riley.yamamoto121@dundermifflin.com
122,Hayden,Okafor,8,Customer Service,Customer Service Rep,2,2009-04-16,,Active,32419,False,34,hayden.okafor122@dundermifflin.com
123,Nadia,Gonzalez,5,Administration,Office Administrator,2,2009-10-16,,Active,51937,False,35,nadia.gonzalez123@dundermifflin.com
124,Sage,Wilson,7,Accounting,Staff Accountant,2,2013-04-11,,Active,45405,False,39,sage.wilson124@dundermifflin.com
125,Nadia,Gonzalez,10,Customer Service,Customer Service Rep,2,2016-06-01,,Active,34516,False,66,nadia.gonzalez125@dundermifflin.com
126,Priya,Patel,6,Customer Service,Customer Service Rep,2,2015-04-18,,Active,49498,False,43,priya.patel126@dundermifflin.com
127,Bianca,Costa,10,Administration,Receptionist,1,2013-11-20,,Active,26826,False,66,bianca.costa127@dundermifflin.com
128,Tomas,Anderson,3,Accounting,Senior Accountant,3,2013-12-25,,Active,69152,True,48,tomas.anderson128@dundermifflin.com
129,Taylor,Williams,2,Administration,Office Administrator,2,2016-01-30,,Active,37925,False,29,taylor.williams129@dundermifflin.com
130,Ivan,Flores,10,Accounting,Staff Accountant,2,2018-09-11,,Active,38326,False,66,ivan.flores130@dundermifflin.com
131,Jamie,Martinez,5,Warehouse,Warehouse Foreman,3,2012-12-06,,Active,32487,True,35,jamie.martinez131@dundermifflin.com
132,Raj,Moore,2,Administration,Receptionist,1,2011-04-02,,Active,31932,False,29,raj.moore132@dundermifflin.com
133,Leah,Anderson,6,Human Resources,HR Representative,3,2009-09-27,2014-07-01,Terminated,68364,True,43,leah.anderson133@dundermifflin.com
134,Fatima,Miller,8,Warehouse,Warehouse Associate,1,2014-09-25,,Active,24339,False,34,fatima.miller134@dundermifflin.com
135,Sofia,Dubois,9,Accounting,Senior Accountant,3,2012-06-10,,Active,59215,True,36,sofia.dubois135@dundermifflin.com
136,Tomas,Singh,8,Accounting,Staff Accountant,2,2018-06-07,,Active,44916,False,34,tomas.singh136@dundermifflin.com
137,Sydney,Flores,3,Accounting,Staff Accountant,2,2009-08-04,,Active,51660,False,48,sydney.flores137@dundermifflin.com
138,Raj,Chen,10,Accounting,Staff Accountant,2,2011-09-24,,Active,37313,False,66,raj.chen138@dundermifflin.com
139,Yara,Okafor,3,Administration,Office Administrator,2,2013-05-16,,Active,38727,False,48,yara.okafor139@dundermifflin.com
140,Skyler,Singh,5,Sales,Junior Sales Rep,2,2013-07-15,,Active,47492,False,35,skyler.singh140@dundermifflin.com
141,Leah,Novak,2,Warehouse,Warehouse Foreman,3,2010-06-19,,Active,47129,True,29,leah.novak141@dundermifflin.com
142,Casey,Costa,2,Customer Service,Customer Service Rep,2,2015-01-23,,Active,37689,False,29,casey.costa142@dundermifflin.com
143,Casey,Smith,10,Customer Service,Customer Service Rep,2,2014-12-03,,Active,40791,False,66,casey.smith143@dundermifflin.com
144,Quinn,Gonzalez,8,Accounting,Staff Accountant,2,2016-12-15,2021-07-01,Terminated,51020,False,34,quinn.gonzalez144@dundermifflin.com
145,Riley,Chen,4,Warehouse,Warehouse Associate,1,2013-04-09,,Active,24580,False,19,riley.chen145@dundermifflin.com
146,Priya,Novak,2,Customer Service,Customer Service Rep,2,2009-03-10,,Active,48231,False,29,priya.novak146@dundermifflin.com
147,Wei,Flores,4,Human Resources,HR Representative,3,2013-10-10,,Active,58733,True,19,wei.flores147@dundermifflin.com
148,Taylor,Brown,8,Warehouse,Warehouse Foreman,3,2013-11-08,,Active,43756,True,34,taylor.brown148@dundermifflin.com
149,Hayden,Yamamoto,3,Administration,Office Administrator,2,2017-10-13,,Active,51101,False,48,hayden.yamamoto149@dundermifflin.com
150,Priya,Wilson,10,Administration,Office Administrator,2,2018-10-17,2020-02-26,Terminated,37319,False,66,priya.wilson150@dundermifflin.com
151,Raj,Reyes,2,Warehouse,Warehouse Foreman,3,2014-04-08,,Active,52881,True,29,raj.reyes151@dundermifflin.com
152,Priya,Williams,3,Human Resources,HR Representative,3,2016-08-28,,Active,66016,True,48,priya.williams152@dundermifflin.com
153,Sydney,Johnson,5,Warehouse,Warehouse Foreman,3,2018-04-19,2021-04-17,Terminated,42567,True,35,sydney.johnson153@dundermifflin.com
154,Leah,Novak,5,Human Resources,HR Representative,3,2012-05-19,,Active,51140,True,35,leah.novak154@dundermifflin.com
155,Devon,Johnson,8,Warehouse,Warehouse Foreman,3,2009-11-30,,Active,46256,True,34,devon.johnson155@dundermifflin.com
156,Nina,Patel,2,Warehouse,Warehouse Associate,1,2016-04-02,2021-04-01,Terminated,25873,False,29,nina.patel156@dundermifflin.com
157,Wei,Martinez,7,Administration,Office Administrator,2,2016-07-02,,Active,49618,False,39,wei.martinez157@dundermifflin.com
158,Parker,Novak,9,Administration,Office Administrator,2,2013-01-13,,Active,38044,False,36,parker.novak158@dundermifflin.com
159,Avery,Rossi,1,Administration,Office Administrator,2,2018-01-02,,Active,32124,False,1,avery.rossi159@dundermifflin.com
160,Kai,Dubois,5,Human Resources,HR Representative,3,2012-07-25,,Active,59995,True,35,kai.dubois160@dundermifflin.com
161,Avery,Dubois,1,Sales,Junior Sales Rep,2,2010-06-06,,Active,46047,False,1,avery.dubois161@dundermifflin.com
162,Drew,Nguyen,8,Warehouse,Warehouse Foreman,3,2015-06-16,,Active,42155,True,34,drew.nguyen162@dundermifflin.com
163,Sage,Smith,8,Warehouse,Warehouse Associate,1,2015-11-15,,Active,33038,False,34,sage.smith163@dundermifflin.com
164,Zane,Yamamoto,1,Warehouse,Warehouse Associate,1,2009-05-19,,Active,26575,False,1,zane.yamamoto164@dundermifflin.com
165,Devon,Martinez,1,Warehouse,Warehouse Foreman,3,2013-04-30,,Active,45728,True,1,devon.martinez165@dundermifflin.com
166,Drew,Chen,6,Administration,Office Administrator,2,2012-09-29,,Active,32932,False,43,drew.chen166@dundermifflin.com
167,Avery,Miller,4,Accounting,Staff Accountant,2,2015-06-06,,Active,50112,False,19,avery.miller167@dundermifflin.com
168,Micah,Ali,5,Accounting,Senior Accountant,3,2012-08-06,,Active,75066,True,35,micah.ali168@dundermifflin.com
169,Wei,Martinez,9,Customer Service,Customer Service Rep,2,2010-10-31,,Active,38104,False,36,wei.martinez169@dundermifflin.com
170,Sage,Gonzalez,9,Accounting,Staff Accountant,2,2017-11-02,,Active,44522,False,36,sage.gonzalez170@dundermifflin.com
171,Hugo,Moore,1,Customer Service,Customer Service Rep,2,2017-06-19,,Active,36073,False,1,hugo.moore171@dundermifflin.com
172,Taylor,Martinez,8,Accounting,Staff Accountant,2,2013-03-20,,Active,45938,False,34,taylor.martinez172@dundermifflin.com
173,Reese,Johnson,1,Human Resources,HR Representative,3,2018-05-04,,Active,60713,True,1,reese.johnson173@dundermifflin.com
174,Diego,Moore,4,Sales,Junior Sales Rep,2,2016-10-20,,Active,43625,False,19,diego.moore174@dundermifflin.com
175,Alex,Lopez,1,Warehouse,Warehouse Associate,1,2017-09-26,,Active,27832,False,1,alex.lopez175@dundermifflin.com
176,Cameron,Nguyen,1,Customer Service,Customer Service Rep,2,2018-07-21,,Active,38558,False,1,cameron.nguyen176@dundermifflin.com
177,Cameron,Martinez,10,Administration,Office Administrator,2,2015-09-02,,Active,32114,False,66,cameron.martinez177@dundermifflin.com
178,Quinn,Rodriguez,3,Human Resources,HR Representative,3,2011-07-12,,Active,52170,True,48,quinn.rodriguez178@dundermifflin.com
179,Yara,Novak,2,Warehouse,Warehouse Associate,1,2016-12-16,2018-06-30,Terminated,27157,False,29,yara.novak179@dundermifflin.com
180,Alex,Bauer,5,Administration,Receptionist,1,2016-12-26,2018-07-17,Terminated,21843,False,35,alex.bauer180@dundermifflin.com
181,Morgan,Kim,2,Warehouse,Warehouse Associate,1,2016-07-27,,Active,28269,False,29,morgan.kim181@dundermifflin.com
182,Kai,Cohen,5,Accounting,Senior Accountant,3,2014-05-04,,Active,55595,True,35,kai.cohen182@dundermifflin.com
183,Sydney,Bauer,1,Accounting,Staff Accountant,2,2013-05-13,,Active,60665,False,1,sydney.bauer183@dundermifflin.com
184,Ivan,Petrov,4,Sales,Sales Representative,3,2017-05-18,,Active,63834,True,19,ivan.petrov184@dundermifflin.com
185,Blake,Thomas,3,Accounting,Staff Accountant,2,2012-08-03,2015-03-23,Terminated,49558,False,48,blake.thomas185@dundermifflin.com
186,Fatima,Miller,3,Warehouse,Warehouse Associate,1,2012-05-11,,Active,35515,False,48,fatima.miller186@dundermifflin.com
187,Reese,Garcia,7,Human Resources,HR Representative,3,2010-02-02,,Active,61303,True,39,reese.garcia187@dundermifflin.com
188,Diego,Williams,7,Sales,Junior Sales Rep,2,2017-02-20,,Active,37498,False,39,diego.williams188@dundermifflin.com
189,Alex,Kim,5,Sales,Junior Sales Rep,2,2009-01-28,,Active,45072,False,35,alex.kim189@dundermifflin.com
190,Zane,Thomas,10,Administration,Receptionist,1,2013-07-27,,Active,29293,False,66,zane.thomas190@dundermifflin.com
191,Micah,Garcia,6,Sales,Sales Representative,3,2015-12-10,,Active,46721,True,43,micah.garcia191@dundermifflin.com
192,Micah,Miller,9,Sales,Sales Representative,3,2016-07-25,,Active,60327,True,36,micah.miller192@dundermifflin.com
193,Avery,Kim,9,Customer Service,Customer Service Rep,2,2013-09-04,,Active,48498,False,36,avery.kim193@dundermifflin.com
194,Sage,Hernandez,7,Human Resources,HR Representative,3,2011-05-21,,Active,58526,True,39,sage.hernandez194@dundermifflin.com
195,Hugo,Smith,2,Customer Service,Customer Service Rep,2,2018-06-29,,Active,37741,False,29,hugo.smith195@dundermifflin.com
196,Leah,Flores,9,Administration,Receptionist,1,2012-05-17,,Active,31086,False,36,leah.flores196@dundermifflin.com
197,Cameron,Davis,4,Warehouse,Warehouse Foreman,3,2012-02-19,,Active,51441,True,19,cameron.davis197@dundermifflin.com
198,Quinn,Jackson,3,Accounting,Staff Accountant,2,2010-03-10,,Active,47454,False,48,quinn.jackson198@dundermifflin.com
199,Morgan,Haddad,2,Warehouse,Warehouse Foreman,3,2012-06-03,,Active,61221,True,29,morgan.haddad199@dundermifflin.com
200,Omar,Flores,3,Warehouse,Warehouse Associate,1,2011-12-18,,Active,26635,False,48,omar.flores200@dundermifflin.com
201,Peyton,Singh,7,Sales,Sales Representative,3,2014-05-11,,Active,60299,True,39,peyton.singh201@dundermifflin.com
202,Fatima,Bauer,5,Human Resources,HR Representative,3,2010-02-11,,Active,64412,True,35,fatima.bauer202@dundermifflin.com
203,Sage,Chen,5,Customer Service,Customer Service Rep,2,2015-01-22,,Active,38499,False,35,sage.chen203@dundermifflin.com
204,Rowan,Williams,3,Customer Service,Customer Service Rep,2,2016-11-26,,Active,42110,False,48,rowan.williams204@dundermifflin.com
205,Jamie,Lopez,3,Sales,Sales Representative,3,2012-02-10,,Active,65868,True,48,jamie.lopez205@dundermifflin.com
206,Morgan,Jackson,8,Accounting,Staff Accountant,2,2011-06-07,,Active,42878,False,34,morgan.jackson206@dundermifflin.com
207,Avery,Jackson,6,Accounting,Senior Accountant,3,2013-09-15,,Active,62590,True,43,avery.jackson207@dundermifflin.com
208,Emerson,Brown,3,Sales,Sales Representative,3,2009-05-29,,Active,46038,True,48,emerson.brown208@dundermifflin.com
209,Riley,Lopez,2,Accounting,Staff Accountant,2,2015-10-07,,Active,48765,False,29,riley.lopez209@dundermifflin.com
210,Nadia,Dubois,8,Sales,Junior Sales Rep,2,2015-05-09,2022-02-28,Terminated,46857,False,34,nadia.dubois210@dundermifflin.com
211,Sage,Thomas,5,Accounting,Staff Accountant,2,2017-11-19,,Active,42048,False,35,sage.thomas211@dundermifflin.com
212,Blake,Miller,1,Customer Service,Customer Service Rep,2,2018-01-13,,Active,46908,False,1,blake.miller212@dundermifflin.com
213,Blake,Haddad,2,Warehouse,Warehouse Foreman,3,2011-07-27,,Active,51958,True,29,blake.haddad213@dundermifflin.com
214,Jordan,Ali,2,Sales,Junior Sales Rep,2,2018-06-01,,Active,60045,False,29,jordan.ali214@dundermifflin.com
215,Ivan,Brown,8,Accounting,Senior Accountant,3,2015-01-21,,Active,56706,True,34,ivan.brown215@dundermifflin.com
216,Peyton,Davis,1,Warehouse,Warehouse Associate,1,2016-06-05,,Active,32784,False,1,peyton.davis216@dundermifflin.com
217,Quinn,Patel,1,Human Resources,HR Representative,3,2013-08-15,,Active,47032,True,1,quinn.patel217@dundermifflin.com
